DEPTID|UFID|JOBCODE|SAL_ADMIN_PLAN|START_DATE|END_DATE|JOBCODE_DESCRIPTION|HR_POSITION
29091800|89891936|98|CTSY|2012-09-01|NULL|JNT ASO PROF|1
32060300|89119573|143|CTSY|2000-01-01|NULL|AFFL CLIN ASO PROF|1
60850000|87465190|1326|TA12|2001-08-31|NULL|EDUC MEDIA/COMMUNIC, CRD 2|1
34100103|85675170|184|CTSY|2001-12-03|NULL|CO CLIN AST PROF|1
29010400|83717010|1425|TA12|1990-10-01|NULL|MEDICAL/HLTH ADMIN, AST DIR 4|1
57140100|83189321|1493|OPSE|2012-07-06|NULL|OPS LUMP SUM PAYMENT|1
15060000|86064870|524|FASU|2004-06-18|NULL|ASO PROF|1
16040100|84215100|524|FA09|2006-08-16|NULL|ASO PROF|1
60150000|88290440|722|CTSY|1985-03-08|NULL|CO AST IN|1
29051300|83625377|530|FACM|2011-07-01|NULL|AST PROF|1
16200000|88897380|524|FA09|1997-08-08|NULL|ASO PROF|1
29040100|83131173|532|HOUS|2012-07-01|NULL|RESIDENT|1
67010000|85634140|1493|OPSE|2006-09-20|NULL|OPS LUMP SUM PAYMENT|1
29140401|80393375|532|HOUS|2013-07-01|NULL|RESIDENT|1
29080100|86471676|532|HOUS|2012-07-01|NULL|RESIDENT|1
29260000|84975720|98|CTSY|2004-06-18|NULL|JNT ASO PROF|1
60260000|85931000|1493|OPSE|2014-01-31|NULL|OPS LUMP SUM PAYMENT|1
60410000|86884880|867|TU2N|2004-05-10|NULL|IT SPECIALIST|1
30220000|81919680|532|HOUS|2014-07-01|NULL|RESIDENT|1
30080000|89619449|532|HOUS|2014-07-01|NULL|RESIDENT|1
29011002|87987824|1493|STAS|2014-06-15|NULL|OPS LUMP SUM PAYMENT|1
29150000|80085270|817|US2N|1985-10-09|NULL|OFFICE AST|1
19010800|83336520|869|TU2N|2005-09-19|NULL|GRANTS SPECIALIST|1
07240100|84415191|1488|STBW|2013-12-06|NULL|HS - RESIDENCE ASSISTANT|1
29040100|84222630|98|CTSY|2004-06-18|NULL|JNT ASO PROF|1
31040100|89145515|524|FA12|2014-07-01|NULL|ASO PROF|1
13030000|86705985|66|OFSU|2014-05-16|NULL|ADJ AST PROF|1
50010000|81193974|1309|TA12|2012-11-05|NULL|ADMINISTRATIVE SERVICES, CRD 4|1
16120100|89841998|524|FASU|2013-05-16|NULL|ASO PROF|1
29091500|87296285|532|HOUS|2012-07-01|NULL|RESIDENT|1
60100000|80895538|1483|STAS|2013-08-21|NULL|STU AST - NON-CLERICAL & ADMIN|1
16320000|87647670|345|FASU|2010-06-20|NULL|ASO CHAIR & ASO PROF|1
28040000|89170119|790|FA12|2011-11-14|NULL|CLIN ASO PROF|1
16320000|81407933|541|GA09|2008-08-16|NULL|GRADUATE AST-T|1
04020000|86962909|1483|STAS|2014-07-02|NULL|STU AST - NON-CLERICAL & ADMIN|1
19140000|81575581|541|GA09|2013-08-16|NULL|GRADUATE AST-T|1
16900100|81898949|541|GA09|2009-08-16|NULL|GRADUATE AST-T|1
04020000|86287163|1483|STAS|2014-04-30|NULL|STU AST - NON-CLERICAL & ADMIN|1
29680100|84561440|1447|TA12|2001-10-26|NULL|BUSINESS MGR 4|1
16309001|84614114|1483|STAS|2012-10-26|NULL|STU AST - NON-CLERICAL & ADMIN|1
29080100|89431818|215|FACM|2013-07-01|NULL|ACT DIR & CLIN AST PROF|1
16240100|81353843|541|GA09|2014-01-01|NULL|GRADUATE AST-T|1
16980300|81308585|1483|STAS|2014-05-31|NULL|STU AST - NON-CLERICAL & ADMIN|1
16920100|81798942|541|GA09|2011-08-16|NULL|GRADUATE AST-T|1
16400100|80111266|541|GA09|2010-08-16|NULL|GRADUATE AST-T|1
04020000|81829548|1483|STAS|2014-01-15|NULL|STU AST - NON-CLERICAL & ADMIN|1
62060200|86989968|1483|STAS|2012-11-02|NULL|STU AST - NON-CLERICAL & ADMIN|1
60353053|83354580|439|FA12|2010-02-05|NULL|EXT AGENT I|1
32060000|85407396|940|TU2E|2003-07-01|NULL|BIOLOGICAL SCIENTIST, SR|1
04020000|86018538|1483|STAS|2013-04-23|NULL|STU AST - NON-CLERICAL & ADMIN|1
60260000|84487980|541|GA12|2012-08-16|NULL|GRADUATE AST-T|1
20010000|83273500|1133|TA12|2004-06-04|NULL|MANAGEMENT ANALYSIS, CRD 2|1
33160000|85051045|1483|STAS|2013-11-01|NULL|STU AST - NON-CLERICAL & ADMIN|1
57720000|84196113|1378|TA12|2011-05-13|NULL|STATISTICAL RESEARCH, CRD 3|1
19070000|86922218|1483|STAS|2014-01-24|NULL|STU AST - NON-CLERICAL & ADMIN|1
60754200|88377985|394|FAPD|2014-03-14|NULL|POSTDOC ASO|1
04020000|86461889|1483|STAS|2012-08-15|NULL|STU AST - NON-CLERICAL & ADMIN|1
26010100|80970870|806|TU2N|1983-06-15|NULL|SECRETARY, EXECUTIVE|1
60140000|86462178|394|FAPD|2010-12-21|NULL|POSTDOC ASO|1
24180000|81976834|1483|STAS|2013-06-07|NULL|STU AST - NON-CLERICAL & ADMIN|1
16580100|89298309|541|GA09|2013-08-16|NULL|GRADUATE AST-T|1
19140000|82790750|478|FA12|2001-08-10|NULL|CHAIR & PROF|1
04020000|86055441|1483|STAS|2014-02-07|NULL|STU AST - NON-CLERICAL & ADMIN|1
17060100|81951600|512|FA09|1989-07-01|NULL|EMIN SCHOLAR|1
16880000|80635513|531|FA09|2006-08-16|NULL|LECTURER|1
18300000|80095460|1483|STAS|2010-04-01|NULL|STU AST - NON-CLERICAL & ADMIN|1
15030300|89891569|1483|STAS|2014-01-30|NULL|STU AST - NON-CLERICAL & ADMIN|1
16360100|85515161|394|FAPD|2011-01-01|NULL|POSTDOC ASO|1
04020000|80880818|1483|STAS|2013-08-16|NULL|STU AST - NON-CLERICAL & ADMIN|1
19020000|86942119|1483|STAS|2013-08-30|NULL|STU AST - NON-CLERICAL & ADMIN|1
60910000|89375330|931|TU2E|2000-08-11|NULL|ENGINEER, SR|1
16380100|89130171|541|GA09|2014-01-08|NULL|GRADUATE AST-T|1
18050000|85191033|541|GA09|2010-08-16|NULL|GRADUATE AST-T|1
60353053|80071870|335|FA12|1999-11-19|NULL|CTY EXT DIR & EXT AGENT II|1
60070000|81818949|1483|STAS|2010-10-28|NULL|STU AST - NON-CLERICAL & ADMIN|1
63550200|87407060|1044|US2N|1996-12-27|NULL|ELECTRICIAN|1
63300500|89557109|1305|TA12|2014-05-29|NULL|ACCOUNTING, CRD 3|1
60770000|82331441|1100|TU2N|2004-05-24|NULL|AGRICULTURAL AST|1
29080000|80416780|790|FACM|2004-06-18|NULL|CLIN ASO PROF|1
34030000|80081017|394|FAPD|2012-12-07|NULL|POSTDOC ASO|1
60740000|80157164|394|FAPD|2009-07-01|NULL|POSTDOC ASO|1
56020100|85849154|1483|STAS|2011-09-08|NULL|STU AST - NON-CLERICAL & ADMIN|1
29092200|89750686|185|CTSY|2014-05-15|NULL|CO CLIN LECTURER|1
14200350|89751514|1483|STAS|2012-06-22|NULL|STU AST - NON-CLERICAL & ADMIN|1
11090000|85819556|1435|TA12|2013-05-01|NULL|RESEARCH PROGS/SVCS, AST DIR 5|1
17210300|89418069|1483|STAS|2014-01-06|NULL|STU AST - NON-CLERICAL & ADMIN|1
24050100|89521501|1483|STAS|2011-05-16|NULL|STU AST - NON-CLERICAL & ADMIN|1
16580100|85548103|541|GASU|2014-07-01|NULL|GRADUATE AST-T|1
04020000|89147454|1483|STAS|2014-04-29|NULL|STU AST - NON-CLERICAL & ADMIN|1
04020000|86461889|1483|STAS|2011-12-08|NULL|STU AST - NON-CLERICAL & ADMIN|1
34010206|80711101|1483|STAS|2013-10-04|NULL|STU AST - NON-CLERICAL & ADMIN|1
32010000|88481619|1483|STAS|2012-02-17|NULL|STU AST - NON-CLERICAL & ADMIN|1
57820100|83189683|1232|TA12|2012-08-14|NULL|MUSEUM OPERATIONS, CRD 1|1
17060100|87634192|394|FAPD|2010-08-16|NULL|POSTDOC ASO|1
26050100|84373683|539|GASU|2014-07-01|NULL|GRADUATE TCH AST|1
19140000|84988350|541|GA09|2013-08-16|NULL|GRADUATE AST-T|1
19030000|89332296|1483|STAS|2014-01-01|NULL|STU AST - NON-CLERICAL & ADMIN|1
57720000|89404041|836|TU2N|2003-06-20|NULL|ACCOUNTANT|1
60353059|81151242|439|FA12|2011-03-18|NULL|EXT AGENT I|1
29051900|85211916|149|OF12|2011-05-08|NULL|ADJ CLIN AST PROF|1
73030000|81997240|1114|US2N|1999-02-24|NULL|LAW ENFORCEMENT OFFICER|1
33010000|80586010|1403|TA12|2001-10-08|NULL|INFO/PUBLICATIONS SVCS, CRD 3|1
28050000|84559380|942|TU2E|2005-01-14|NULL|CHEMIST|1
62060200|81003184|1483|STAS|2013-10-04|NULL|STU AST - NON-CLERICAL & ADMIN|1
04030200|83999072|1483|STAS|2012-07-02|NULL|STU AST - NON-CLERICAL & ADMIN|1
63700300|84074441|1049|TU2N|2003-11-14|NULL|REFRIGERATION MECHANIC, SR|1
15020100|87481744|541|GA09|2013-08-16|NULL|GRADUATE AST-T|1
04050000|84189950|1430|TA12|2011-03-21|NULL|STUDENT AFFAIRS, CRD 2|1
04020000|82761975|1483|STAS|2014-03-14|NULL|STU AST - NON-CLERICAL & ADMIN|1
26080100|89951367|1483|STAS|2014-05-30|NULL|STU AST - NON-CLERICAL & ADMIN|1
28334300|81769060|1483|STAS|2004-06-18|NULL|STU AST - NON-CLERICAL & ADMIN|1
16900100|88651121|541|GA09|2010-08-16|NULL|GRADUATE AST-T|1
29080500|89119901|1654|TU2N|2007-09-10|NULL|LABORATORY TECH FORENSIC|1
16320000|87647670|345|FA09|1982-08-06|NULL|ASO CHAIR & ASO PROF|1
16880100|81696875|541|GA09|2013-08-16|NULL|GRADUATE AST-T|1
19050000|83538138|541|GA12|2010-08-16|NULL|GRADUATE AST-T|1
16400100|89917290|1847|OFSU|2008-04-18|NULL|TERM PROFESSOR|1
16120100|84145620|818|TU2N|1980-06-06|NULL|ADMINISTRATIVE AST|1
16740000|86396400|140|CTSY|2004-06-18|NULL|AFFL AST PROF|1
16900100|84716108|1483|FWSP|2011-08-23|NULL|STU AST - NON-CLERICAL & ADMIN|1
18250000|89227670|541|GA09|2007-06-04|NULL|GRADUATE AST-T|1
29051300|88807270|940|TU2E|2002-09-18|NULL|BIOLOGICAL SCIENTIST, SR|1
04020000|84885959|1483|STAS|2014-01-23|NULL|STU AST - NON-CLERICAL & ADMIN|1
17060200|88955248|1483|STAS|2014-06-13|NULL|STU AST - NON-CLERICAL & ADMIN|1
34060300|82911453|982|TU2N|2014-07-18|NULL|DENTAL AST|1
60351030|81895029|439|FA12|2007-04-20|NULL|EXT AGENT I|1
29060000|82533398|394|FAPD|2011-06-13|NULL|POSTDOC ASO|1
19020000|89919571|1483|STAS|2014-04-04|NULL|STU AST - NON-CLERICAL & ADMIN|1
32060000|86106415|539|GA12|2010-08-16|NULL|GRADUATE TCH AST|1
04020000|87549689|1483|STAS|2014-01-21|NULL|STU AST - NON-CLERICAL & ADMIN|1
60170000|84788910|140|CTSY|2010-04-28|NULL|AFFL AST PROF|1
29050800|89795385|1483|STAS|2013-09-06|NULL|STU AST - NON-CLERICAL & ADMIN|1
32060300|84716690|140|CTSY|2004-07-01|NULL|AFFL AST PROF|1
16580100|85548103|541|GA09|2013-07-01|NULL|GRADUATE AST-T|1
16400100|89189286|541|GA09|2013-08-16|NULL|GRADUATE AST-T|1
23100100|87914049|1483|STAS|2014-01-28|NULL|STU AST - NON-CLERICAL & ADMIN|1
07560000|86108119|1483|STAS|2014-04-17|NULL|STU AST - NON-CLERICAL & ADMIN|1
19090000|82921919|345|FASU|2004-06-18|NULL|ASO CHAIR & ASO PROF|1
60060000|81819993|1483|STAS|2014-05-16|NULL|STU AST - NON-CLERICAL & ADMIN|1
15020100|81443440|1483|STAS|2014-06-09|NULL|STU AST - NON-CLERICAL & ADMIN|1
17070100|80572970|531|FA09|1994-08-12|NULL|LECTURER|1
60230000|89745300|394|FAPD|2012-07-20|NULL|POSTDOC ASO|1
60770000|89618815|1100|TU2N|2012-10-08|NULL|AGRICULTURAL AST|1
60210000|85709240|140|CTSY|2004-06-18|NULL|AFFL AST PROF|1
29092500|87858680|818|TU2N|2008-01-25|NULL|ADMINISTRATIVE AST|1
28305000|88945330|1156|TA12|2005-08-02|NULL|PHARMACIST 3|1
16120100|86013373|541|GA12|2010-08-16|NULL|GRADUATE AST-T|1
16900000|81708770|394|FAPD|2013-05-01|NULL|POSTDOC ASO|1
11800000|81946620|1483|STAS|2013-12-16|NULL|STU AST - NON-CLERICAL & ADMIN|1
63700300|88115620|1049|TU2N|2002-06-11|NULL|REFRIGERATION MECHANIC, SR|1
29690000|80306340|1307|TA12|2007-02-16|NULL|ADMINISTRATIVE SERVICES, CRD 2|1
18050000|81455121|541|GA09|2012-08-16|NULL|GRADUATE AST-T|1
15060000|81646351|1483|STAS|2014-01-06|NULL|STU AST - NON-CLERICAL & ADMIN|1
29350000|82751179|149|OF12|2012-08-14|NULL|ADJ CLIN AST PROF|1
16960400|87916303|1483|STAS|2011-08-22|NULL|STU AST - NON-CLERICAL & ADMIN|1
16400100|80111266|541|GASU|2013-07-01|NULL|GRADUATE AST-T|1
16940100|89492112|541|GASU|2013-07-01|NULL|GRADUATE AST-T|1
32080500|83487840|757|FA12|1998-11-30|NULL|PRG DIR & CLIN ASO PROF|1
16620100|82119058|1483|STAS|2014-07-01|NULL|STU AST - NON-CLERICAL & ADMIN|1
34100103|89755430|982|TU2N|2004-08-13|NULL|DENTAL AST|1
19030000|83901599|1483|STAS|2013-05-16|NULL|STU AST - NON-CLERICAL & ADMIN|1
29700100|89996221|1437|TA12|2011-07-15|NULL|RESEARCH PROGS/SVCS, CRD 3|1
24010200|82453957|1483|STAS|2014-05-02|NULL|STU AST - NON-CLERICAL & ADMIN|1
31020100|85042728|1483|STAS|2014-06-20|NULL|STU AST - NON-CLERICAL & ADMIN|1
16880100|81519242|541|GA09|2013-08-16|NULL|GRADUATE AST-T|1
28100000|84286441|940|TU2E|2004-02-27|NULL|BIOLOGICAL SCIENTIST, SR|1
16960400|80066300|1483|STAS|2013-08-21|NULL|STU AST - NON-CLERICAL & ADMIN|1
56021500|80530801|730|CTSY|2009-11-01|NULL|CO SCTST|1
29180300|89891936|757|FACM|2004-07-01|NULL|PRG DIR & CLIN ASO PROF|1
64101000|83951916|1511|TA12|2011-12-09|NULL|CONTROLLER, SR ASSOC 5|1
28050000|80093910|940|TU2E|2010-03-16|NULL|BIOLOGICAL SCIENTIST, SR|1
60770000|86295810|1100|TU2N|1997-05-19|NULL|AGRICULTURAL AST|1
19010700|84132660|1629|TA12|1981-01-29|NULL|RESEARCH ADM 3|1
67010000|89913171|1483|STAS|2012-02-10|NULL|STU AST - NON-CLERICAL & ADMIN|1
26050100|84194906|541|GASU|2012-07-01|NULL|GRADUATE AST-T|1
31010102|89838450|1184|TA12|2009-01-16|NULL|DEVELOPMENT/ALUMNI AFF, CRD 1|1
28090000|83093461|1483|STAS|2010-03-01|NULL|STU AST - NON-CLERICAL & ADMIN|1
04020000|89147454|1483|STAS|2014-04-29|NULL|STU AST - NON-CLERICAL & ADMIN|1
04020000|81749414|1483|STAS|2012-05-15|NULL|STU AST - NON-CLERICAL & ADMIN|1
19090000|85245950|140|CTSY|2010-02-01|NULL|AFFL AST PROF|1
60170000|87019910|140|CTSY|2004-10-28|NULL|AFFL AST PROF|1
60013804|84634940|1396|TA12|2000-08-22|NULL|CONTINUING EDUCATION, CRD 2|1
19080000|86273995|1537|TU2E|2002-12-31|NULL|RESEARCH ENGINEER SUPP SPEC SR|1
16400100|89917290|1847|OF09|2008-09-22|NULL|TERM PROFESSOR|1
06010000|87998458|840|TU2N|2011-07-18|NULL|DATA PROCESS OPR|1
16940100|89492112|541|GA09|2012-08-16|NULL|GRADUATE AST-T|1
60352012|81263475|439|FA12|2010-05-17|NULL|EXT AGENT I|1
23100100|89140166|1483|STAS|2013-02-15|NULL|STU AST - NON-CLERICAL & ADMIN|1
16400100|81364101|541|GA09|2009-08-16|NULL|GRADUATE AST-T|1
16960100|80511159|1483|STAS|2006-08-24|NULL|STU AST - NON-CLERICAL & ADMIN|1
04020000|89317591|1483|STAS|2012-04-16|NULL|STU AST - NON-CLERICAL & ADMIN|1
19010410|81412145|1483|STAS|2012-01-03|NULL|STU AST - NON-CLERICAL & ADMIN|1
32030000|82391711|394|FAPD|2013-11-11|NULL|POSTDOC ASO|1
30090000|81382050|1155|TA12|2013-07-02|NULL|CLINICAL PROGRAMS, CRD 1|1
16900100|89519501|541|GA12|2011-08-16|NULL|GRADUATE AST-T|1
32020000|86694070|790|FA12|1993-11-15|NULL|CLIN ASO PROF|1
60140000|89153611|140|CTSY|2014-05-01|NULL|AFFL AST PROF|1
04020000|89151292|1483|STAS|2013-08-16|NULL|STU AST - NON-CLERICAL & ADMIN|1
16360100|81171602|394|FAPD|2012-05-21|NULL|POSTDOC ASO|1
19221300|81543816|930|TU2E|2003-04-07|NULL|ENGINEER|1
60353053|86601348|439|FA12|2010-11-26|NULL|EXT AGENT I|1
29290100|81260860|1280|TA12|2007-02-09|NULL|PHYSICIAN AST 3|1
29141700|84222630|790|FACM|1992-07-01|NULL|CLIN ASO PROF|1
29120000|82507415|1802|FACM|2006-09-18|NULL|CHIEF & CLIN EMINENT SCHOLAR|1
57140100|81672060|531|FA12|2006-08-15|NULL|LECTURER|1
34080400|89915369|982|TU2N|2013-03-08|NULL|DENTAL AST|1
60780000|86971681|1100|TU2N|2006-05-22|NULL|AGRICULTURAL AST|1
24010650|80594291|1483|STAS|2014-01-10|NULL|STU AST - NON-CLERICAL & ADMIN|1
29140300|84599280|1437|TA12|2001-08-31|NULL|RESEARCH PROGS/SVCS, CRD 3|1
29150000|86822110|940|TU2E|2011-12-01|NULL|BIOLOGICAL SCIENTIST, SR|1
18050000|81455121|541|GASU|2013-05-16|NULL|GRADUATE AST-T|1
14200850|85959196|1483|STAS|2013-01-08|NULL|STU AST - NON-CLERICAL & ADMIN|1
29070100|89396908|790|FACM|2013-08-15|NULL|CLIN ASO PROF|1
62060100|81883855|1483|STAS|2014-05-19|NULL|STU AST - NON-CLERICAL & ADMIN|1
16920000|85438131|539|GA09|2012-08-16|NULL|GRADUATE TCH AST|1
04030200|88356146|1483|STAS|2011-01-10|NULL|STU AST - NON-CLERICAL & ADMIN|1
29080000|80730580|1437|TA12|1986-09-22|NULL|RESEARCH PROGS/SVCS, CRD 3|1
60100000|81015185|1483|STAS|2013-08-21|NULL|STU AST - NON-CLERICAL & ADMIN|1
60040000|80656720|806|TU2N|1976-12-22|NULL|SECRETARY, EXECUTIVE|1
33080000|82439890|345|FA12|2002-08-12|NULL|ASO CHAIR & ASO PROF|1
29040100|87320430|790|FACM|2005-03-14|NULL|CLIN ASO PROF|1
04020000|84792849|1483|STAS|2013-08-16|NULL|STU AST - NON-CLERICAL & ADMIN|1
60351019|80598401|335|FA12|2014-05-23|NULL|CTY EXT DIR & EXT AGENT II|1
04080100|86743181|1430|TA12|2014-07-18|NULL|STUDENT AFFAIRS, CRD 2|1
61020000|83928261|1483|STAS|2013-02-01|NULL|STU AST - NON-CLERICAL & ADMIN|1
16280100|89135955|541|GA09|2014-01-01|NULL|GRADUATE AST-T|1
29040100|83762510|633|FACM|1992-07-01|NULL|ACT CHAIR & PROF|1
13030100|81960743|541|GA09|2012-08-16|NULL|GRADUATE AST-T|1
29092200|88397991|818|TU2N|2007-06-29|NULL|ADMINISTRATIVE AST|1
04020000|81743682|1483|STAS|2013-01-22|NULL|STU AST - NON-CLERICAL & ADMIN|1
04020000|86461889|1483|STAS|2012-08-15|NULL|STU AST - NON-CLERICAL & ADMIN|1
19140000|81433970|541|GA09|2008-08-16|NULL|GRADUATE AST-T|1
03020000|87695949|1483|STAS|2014-05-05|NULL|STU AST - NON-CLERICAL & ADMIN|1
02070100|81115317|1483|STAS|2014-07-01|NULL|STU AST - NON-CLERICAL & ADMIN|1
18050000|87807610|541|GA09|2012-06-08|NULL|GRADUATE AST-T|1
33060000|85833900|1324|TA12|1998-01-23|NULL|ACADEMIC PROGRAMS, CRD 3|1
13020100|82619149|1483|STAS|2012-10-26|NULL|STU AST - NON-CLERICAL & ADMIN|1
60170000|81419633|140|CTSY|2013-11-07|NULL|AFFL AST PROF|1
04020000|83348971|1483|STAS|2012-08-10|NULL|STU AST - NON-CLERICAL & ADMIN|1
55030200|84751618|1483|STAS|2011-08-30|NULL|STU AST - NON-CLERICAL & ADMIN|1
60060000|85084925|394|FAPD|2013-05-16|NULL|POSTDOC ASO|1
13030100|81761409|541|GA12|2013-08-16|NULL|GRADUATE AST-T|1
29010701|81398740|1483|STAS|2014-06-16|NULL|STU AST - NON-CLERICAL & ADMIN|1
19090100|88399651|1483|STAS|2013-07-18|NULL|STU AST - NON-CLERICAL & ADMIN|1
14200350|88911818|1483|STAS|2014-05-02|NULL|STU AST - NON-CLERICAL & ADMIN|1
18180300|83151121|1483|STAS|2013-03-14|NULL|STU AST - NON-CLERICAL & ADMIN|1
29120000|81793880|394|FAPD|2012-08-31|NULL|POSTDOC ASO|1
60140000|88946665|1483|STAS|2014-04-01|NULL|STU AST - NON-CLERICAL & ADMIN|1
15060000|89568750|531|FASU|2012-07-01|NULL|LECTURER|1
16960400|83999292|1483|STAS|2013-07-01|NULL|STU AST - NON-CLERICAL & ADMIN|1
16940100|84190350|541|GA09|2011-08-16|NULL|GRADUATE AST-T|1
29170000|83313124|394|FAPD|2011-09-29|NULL|POSTDOC ASO|1
04020000|85211103|1483|STAS|2013-09-09|NULL|STU AST - NON-CLERICAL & ADMIN|1
73040200|82009191|1483|STAS|2014-03-21|NULL|STU AST - NON-CLERICAL & ADMIN|1
60470000|88333490|199|FA12|1986-01-16|NULL|RES PROF|1
16040100|86810969|539|GA09|2013-01-01|NULL|GRADUATE TCH AST|1
16900100|85876597|1483|STAS|2014-05-16|NULL|STU AST - NON-CLERICAL & ADMIN|1
15060000|81143325|531|FA09|2010-08-16|NULL|LECTURER|1
29011500|85795861|1363|TA12|2007-11-16|NULL|DEVELOPMENT/ALUMNI AFF, CRD 4|1
04020000|87870121|1483|STAS|2010-10-13|NULL|STU AST - NON-CLERICAL & ADMIN|1
65010000|82376989|1305|TA12|2007-03-19|NULL|ACCOUNTING, CRD 3|1
02070000|88662960|1483|STAS|2014-02-07|NULL|STU AST - NON-CLERICAL & ADMIN|1
07240000|88084808|1430|TA12|2013-06-06|NULL|STUDENT AFFAIRS, CRD 2|1
16920000|81887128|1483|STAS|2012-02-07|NULL|STU AST - NON-CLERICAL & ADMIN|1
04020000|84792849|1483|STAS|2013-05-08|NULL|STU AST - NON-CLERICAL & ADMIN|1
16040000|81999854|541|GA09|2011-08-16|NULL|GRADUATE AST-T|1
04040000|85937011|1483|STAS|2013-04-25|NULL|STU AST - NON-CLERICAL & ADMIN|1
24010650|85359673|1483|STAS|2012-05-01|NULL|STU AST - NON-CLERICAL & ADMIN|1
33160000|84861487|1483|STAS|2012-09-14|NULL|STU AST - NON-CLERICAL & ADMIN|1
14200500|81891915|1483|STAS|2012-05-09|NULL|STU AST - NON-CLERICAL & ADMIN|1
60353027|88387350|439|FA12|2009-10-01|NULL|EXT AGENT I|1
29051306|87260760|510|FA12|2004-06-18|NULL|SCTST|1
11090000|84095210|1437|TA12|1999-12-01|NULL|RESEARCH PROGS/SVCS, CRD 3|1
26010600|84373683|1483|STAS|2013-08-20|NULL|STU AST - NON-CLERICAL & ADMIN|1
56021500|88993601|742|CTSY|2012-05-10|NULL|CO AST SCTST|1
56021801|84264680|140|CTSY|2013-06-03|NULL|AFFL AST PROF|1
19090100|85010089|1483|STAS|2013-09-04|NULL|STU AST - NON-CLERICAL & ADMIN|1
60080000|89304973|394|FAPD|2014-01-17|NULL|POSTDOC ASO|1
73040200|89615048|1483|STAS|2013-01-18|NULL|STU AST - NON-CLERICAL & ADMIN|1
15020100|87902480|541|GA09|2011-01-01|NULL|GRADUATE AST-T|1
16220100|89764634|541|GA09|2012-10-09|NULL|GRADUATE AST-T|1
19090000|89813115|394|FAPD|2006-09-29|NULL|POSTDOC ASO|1
32030000|89152136|528|FA12|2006-02-01|NULL|AST SCTST|1
29091200|89195688|149|OF12|2014-01-03|NULL|ADJ CLIN AST PROF|1
61020000|81646351|1483|STAS|2013-12-06|NULL|STU AST - NON-CLERICAL & ADMIN|1
03020000|81658995|1483|STAS|2013-05-03|NULL|STU AST - NON-CLERICAL & ADMIN|1
60170000|80066830|140|CTSY|2004-06-18|NULL|AFFL AST PROF|1
29051300|80929191|528|FA12|2007-06-01|NULL|AST SCTST|1
19340000|89786381|140|CTSY|2013-09-27|NULL|AFFL AST PROF|1
60230000|89133031|1483|STAS|2010-06-15|NULL|STU AST - NON-CLERICAL & ADMIN|1
04020000|89348655|1483|STAS|2013-08-14|NULL|STU AST - NON-CLERICAL & ADMIN|1
16380000|81901230|541|GA09|2010-08-16|NULL|GRADUATE AST-T|1
63700300|85379390|1049|US2N|1994-01-14|NULL|REFRIGERATION MECHANIC, SR|1
19020000|82035824|1483|STAS|2014-05-16|NULL|STU AST - NON-CLERICAL & ADMIN|1
04020000|89118749|1483|STAS|2011-09-08|NULL|STU AST - NON-CLERICAL & ADMIN|1
29051306|87260760|510|FA12|1982-07-01|NULL|SCTST|1
16040100|81073809|539|GA09|2010-08-16|NULL|GRADUATE TCH AST|1
31010450|85703626|1483|STAS|2011-08-16|NULL|STU AST - NON-CLERICAL & ADMIN|1
31010450|87345160|1136|TA12|1999-09-03|NULL|ADMISSIONS/REGISTRATION, CRD 1|1
29141300|87330440|1437|TA12|2014-02-28|NULL|RESEARCH PROGS/SVCS, CRD 3|1
18050000|81049851|541|GASU|2014-05-16|NULL|GRADUATE AST-T|1
60070000|85910020|478|FA12|1985-01-02|NULL|CHAIR & PROF|1
04020000|89483188|1483|STAS|2013-08-16|NULL|STU AST - NON-CLERICAL & ADMIN|1
16120100|88125641|541|GA12|2007-10-24|NULL|GRADUATE AST-T|1
16309001|82937181|1483|STAS|2014-03-10|NULL|STU AST - NON-CLERICAL & ADMIN|1
60100000|85091922|394|FAPD|2013-08-30|NULL|POSTDOC ASO|1
60733000|83535176|394|FAPD|2014-02-17|NULL|POSTDOC ASO|1
29080000|80227200|940|US2E|1989-06-12|NULL|BIOLOGICAL SCIENTIST, SR|1
29091200|83005820|149|OF12|1993-04-05|NULL|ADJ CLIN AST PROF|1
16400100|80436766|541|GA09|2011-08-16|NULL|GRADUATE AST-T|1
04020000|89596831|1483|STAS|2014-05-12|NULL|STU AST - NON-CLERICAL & ADMIN|1
19140000|81988318|541|GA09|2013-08-16|NULL|GRADUATE AST-T|1
52010000|86363621|1141|TA12|2013-01-04|NULL|EDUC MEDIA/COMMUNIC, CRD 1|1
36010000|88110449|394|FAPD|2012-08-16|NULL|POSTDOC ASO|1
28330100|82629904|1483|STAS|2012-10-02|NULL|STU AST - NON-CLERICAL & ADMIN|1
29190000|82091189|1496|CTSY|2013-08-22|NULL|CO RES AST PROF|1
31020100|89519861|149|OF12|2014-01-06|NULL|ADJ CLIN AST PROF|1
16120100|89136446|1483|STAS|2011-09-09|NULL|STU AST - NON-CLERICAL & ADMIN|1
04020000|86308628|1483|STAS|2013-09-05|NULL|STU AST - NON-CLERICAL & ADMIN|1
23010201|81959750|541|GA09|2014-01-01|NULL|GRADUATE AST-T|1
16120100|82399140|541|GA12|2013-08-16|NULL|GRADUATE AST-T|1
04020000|84240178|1483|STAS|2013-01-24|NULL|STU AST - NON-CLERICAL & ADMIN|1
